index,essayId,actualScore,openAIPredictedScore,scoreOffset
2845,ea14ad6,4,3,-1
2846,b06b61a,3,3,0
2847,e6ce72d,2,2,0
2848,282e565,3,3,0
2849,87ce827,5,3,-2
2850,cfa2cd5,2,3,1
2851,9587c8a,2,2,0
2852,59fd54d,1,2,1
2853,1d31ebd,2,3,1
2854,b9cb7ac,4,4,0
2855,8951f27,3,3,0
2856,dc02c32,2,3,1
2857,cd279d1,4,3,-1
2858,8e01a15,3,3,0
2859,53ef2d4,3,3,0
2860,1aaae24,3,2,-1
2861,e9ed658,3,3,0
2862,2ee34f0,4,3,-1
2863,57733f5,4,4,0
2864,2823575,2,2,0
2865,beb153b,2,4,2
2866,2e3ae1a,4,5,1
2867,a22d402,5,5,0
2868,5d56c67,3,3,0
2869,3e68222,3,3,0
2870,1545f83,3,3,0
2871,6d5d422,2,3,1
2872,e5e24da,4,3,-1
2873,6f38e1a,4,4,0
2874,e97a9f5,4,5,1
2875,304b672,1,2,1
2876,2510330,2,2,0
2877,812bb51,2,4,2
2878,fd421e7,2,3,1
2879,e2d9a03,4,3,-1
2880,9cb54ea,2,2,0
2881,e76990c,3,3,0
2882,0b9d88d,5,4,-1
2883,85f4d7b,3,3,0
2884,ab2b805,1,2,1
2885,61c7b5a,4,4,0
2886,f477918,2,3,1
2887,cc1f63b,3,3,0
2888,5286e2b,3,2,-1
2889,7f6ca15,2,3,1
2890,a14ed8f,3,3,0
2891,5586de5,2,2,0
2892,781dec8,3,3,0
2893,ad2e904,1,3,2
2894,dc2a8df,4,4,0
2895,0a0d3b4,4,3,-1
2896,abe7f2a,5,5,0
2897,54772a9,2,3,1
2898,f203f9e,1,2,1
2899,f9a3b13,2,3,1
2900,13e2e99,4,4,0
2901,4fce0ed,3,2,-1
2902,f02ce6a,4,3,-1
2903,b6ad252,2,2,0
2904,2557bb9,3,3,0
2905,17930b3,2,3,1
2906,8011911,4,4,0
2907,f6929a1,3,2,-1
2908,d4e943a,3,3,0
2909,8fe06d7,5,4,-1
2910,77d1a04,4,4,0
2911,0af2d2d,3,4,1
2912,b63917d,2,2,0
2913,dc436b2,1,3,2
2914,1c4beb6,4,3,-1
2915,37b999d,4,3,-1
2916,b67e056,3,4,1
2917,0ff5475,2,4,2
2918,e666996,1,3,2
2919,ca5a507,3,4,1
2920,931145e,2,3,1
2921,74891cf,4,4,0
2922,b00bbd3,2,4,2
2923,85197aa,4,3,-1
2924,1eacbaf,1,2,1
2925,a456bb6,2,3,1
2926,bef1ed0,2,2,0
2927,1e1bb4e,2,3,1
2928,6ca9542,4,4,0
2929,48b771c,5,4,-1
2930,4eb357c,3,2,-1
2931,63d44e3,4,5,1
2932,91808c5,2,2,0
2933,95d58df,4,3,-1
2934,d5f2964,3,3,0
2935,bf903ae,4,3,-1
2936,08def35,2,2,0
2937,8440e18,3,4,1
2938,38562a0,3,4,1
2939,effa881,3,3,0
2940,f24ba32,4,4,0
2941,ec6fc82,4,4,0
2942,932fe56,2,2,0
2943,ead988a,3,2,-1
2944,327dc64,4,5,1
2945,da2f2c8,3,3,0
2946,ccb13fd,3,3,0
2947,9adfa36,1,2,1
2948,fe25490,4,3,-1
2949,e5efc6c,4,4,0
2950,f751be9,3,2,-1
2951,6a736aa,3,3,0
2952,9a8c8da,4,3,-1
2953,7bf3cb1,5,3,-2
2954,5a3eba0,4,4,0
2955,94848c8,3,2,-1
2956,078c66d,4,4,0
2957,88bcf3f,2,3,1
2958,ef4ea80,3,3,0
2959,dcc75d7,4,4,0
2960,eafd71b,1,3,2
2961,3779f66,3,3,0
2962,342ac7e,2,3,1
2963,4eb95b7,3,4,1
2964,6e6eead,2,2,0
2965,0bbaaee,3,3,0
2966,f468ccf,3,4,1
2967,6ec8d64,2,4,2
2968,fb3a214,3,4,1
2969,d699778,4,3,-1
2970,96ac275,2,3,1
2971,b20bfad,4,2,-2
2972,a556f77,2,2,0
2973,eefd389,3,2,-1
2974,66b8eaa,2,4,2
2975,6425823,3,3,0
2976,28de37d,3,3,0
2977,718ee5b,2,3,1
2978,cf8e39f,3,2,-1
2979,225fcb4,3,3,0
2980,c41860a,2,4,2
2981,790697f,2,4,2
2982,0f4a9a2,4,4,0
2983,0b568f9,3,3,0
2984,aed12e6,2,2,0
2985,6e1111f,2,3,1
2986,a5f0875,3,3,0
2987,fe07656,2,2,0
2988,cabe99b,2,2,0
2989,359b327,2,3,1
2990,4bc1460,3,3,0
2991,abd24bc,2,3,1
2992,a59d236,4,4,0
2993,00a4469,4,4,0
2994,592c884,2,2,0
2995,27226f8,4,3,-1
2996,0cd80da,3,3,0
2997,ae89cec,4,3,-1
2998,d22a390,3,4,1
2999,ea429da,2,3,1
3000,d3da047,4,4,0
3001,de3c518,1,2,1
3002,97da44f,3,3,0
3003,e759873,3,2,-1
3004,e233bf6,3,4,1
3005,3e837e8,4,5,1
3006,bcff958,3,2,-1
3007,67e5706,3,3,0
3008,6d8b37d,3,3,0
3009,6569cfb,3,3,0
3010,6d69401,4,4,0
3011,a4ae104,3,3,0
3012,9306f0a,3,3,0
3013,bb729e8,2,3,1
3014,7c41b2c,5,4,-1
3015,0966167,2,3,1
3016,b494ee9,1,2,1
3017,be6041f,3,4,1
3018,d2fcaa1,4,3,-1
3019,8bd5589,3,2,-1
3020,056f9ed,3,2,-1
3021,fad71e0,3,3,0
3022,7648ff4,4,5,1
3023,81563a6,2,3,1
3024,1446c35,4,3,-1
3025,c8b339f,3,3,0
3026,08dac82,3,3,0
3027,ca49967,4,4,0
3028,a7e9a07,2,2,0
3029,307b540,5,4,-1
3030,b629788,2,2,0
3031,2a7d71d,5,3,-2
3032,d4e0802,2,3,1
3033,f7a6888,5,4,-1
3034,0e86176,3,5,2
3035,7d1829d,3,4,1
3036,2c6fc89,3,2,-1
3037,cc3a94c,3,4,1
3038,be9f270,4,4,0
3039,a7cc31c,3,4,1
3040,c62bfaa,3,3,0
3041,ece34cd,3,3,0
3042,495bc06,4,4,0
3043,febd3b8,2,2,0
3044,ae24b49,4,4,0
3045,4f5a72e,4,3,-1
3046,0728321,4,3,-1
3047,cfcc66d,1,2,1
3048,d59e18f,2,3,1
3049,5e0a4eb,1,2,1
3050,837e94c,2,3,1
3051,64bc610,2,2,0
3052,aca684e,2,2,0
3053,153e8fe,2,3,1
3054,c1efcae,5,4,-1
3055,c28a03e,4,5,1
3056,fcf5f9e,1,3,2
3057,f2b2280,1,3,2
3058,d018ccb,3,3,0
3059,482ef5c,2,3,1
3060,d349bb7,3,3,0
3061,f9bfb1e,3,3,0
3062,ee04cf8,4,3,-1
3063,3641b74,3,3,0
3064,7c4e27f,4,4,0
3065,facc03a,2,3,1
3066,4eddf0f,3,2,-1
3067,0e8c167,1,2,1
3068,498a10e,3,5,2
3069,7ef2fa6,1,2,1
3070,cc751c6,4,5,1
3071,f5fde26,4,4,0
3072,a25d61b,2,2,0
3073,1d197f5,4,4,0
3074,0b76940,2,2,0
3075,fe52b79,2,3,1
3076,cad1883,4,4,0
3077,d226a86,2,3,1
3078,871b8f7,2,2,0
3079,a621e0c,3,3,0
3080,2d0c4b9,2,3,1
3081,545ac34,4,4,0
3082,08296be,2,2,0
3083,d0cb8fd,3,4,1
3084,308f712,3,3,0
3085,d8ac048,3,3,0
3086,df1b408,3,4,1
3087,62880ae,3,4,1
3088,8575877,3,4,1
3089,0f1081a,2,3,1
3090,811be0e,3,3,0
3091,0a28113,3,2,-1
3092,c241e20,3,3,0
3093,7c1bec9,5,3,-2
3094,5dfa3a4,4,4,0
3095,2129e90,2,3,1
3096,18e24eb,3,3,0
3097,a935812,2,3,1
3098,c7c591e,4,4,0
3099,e2d253c,3,3,0
3100,d4d2562,3,2,-1
3101,1f7a4d9,4,3,-1
3102,f4cd58b,3,3,0
3103,9a54873,3,3,0
3104,cd644de,2,2,0
3105,0f7cc68,3,2,-1
3106,2b89aad,5,3,-2
3107,a48576c,3,4,1
3108,3735524,2,3,1
3109,7e494c8,2,3,1
3110,e12095f,3,4,1
3111,3f8e2ac,2,3,1
3112,69654af,6,4,-2
3113,5ada5db,3,3,0
3114,abeef31,2,3,1
3115,062455d,3,2,-1
3116,9f5396a,2,2,0
3117,4ec1700,2,2,0
3118,94e5039,3,3,0
3119,b841181,2,3,1
3120,425d8c4,5,4,-1
3121,098d10a,5,5,0
3122,0b059bd,1,2,1
3123,ee8161c,2,3,1
3124,389db01,2,2,0
3125,72a4d46,2,3,1
3126,bfb16db,1,3,2
3127,c5345d9,2,2,0
3128,8357eeb,4,3,-1
3129,95e6b7a,4,4,0
3130,4f4cefa,2,2,0
3131,0fddb97,3,3,0
3132,0e54b40,3,3,0
3133,aa22161,4,4,0
3134,ebc4033,3,3,0
3135,e686134,4,3,-1
3136,ed6735f,3,3,0
3137,723c2ad,3,3,0
3138,018985d,3,3,0
3139,d49eaae,3,5,2
3140,19b167b,3,3,0
3141,e28e21a,3,4,1
3142,77cdf2e,4,4,0
3143,02b6da9,1,3,2
3144,8ab8d63,3,2,-1
3145,24b83b4,2,2,0
3146,bd0afc4,2,2,0
3147,69715eb,2,3,1
3148,de6630e,2,2,0
3149,7768a3c,2,3,1
3150,94e8b73,3,2,-1
3151,96fa19f,3,4,1
3152,b6cbe8c,2,3,1
3153,9e83f64,4,5,1
3154,a3049c6,2,3,1
3155,aadeafa,1,2,1
3156,179f4f1,3,3,0
3157,813954b,5,4,-1
3158,12b48f2,2,4,2
3159,05d73d1,2,4,2
3160,38b605a,2,3,1
3161,169ec25,3,3,0
3162,f2cc14d,2,4,2
3163,a00b247,6,4,-2
3164,606dcef,3,3,0
3165,8fc1fe9,3,3,0
3166,ec4bb27,4,3,-1
3167,1872cf4,3,4,1
3168,b2afd7e,3,3,0
3169,f29b47b,3,3,0
3170,24ff191,2,4,2
3171,cd56bc6,3,3,0
3172,5d628ad,2,3,1
3173,bc882fe,2,2,0
3174,15c5d00,2,2,0
3175,c6bd099,3,3,0
3176,823b228,2,2,0
3177,4f78439,5,4,-1
3178,32ef59e,4,4,0
3179,77c9d3f,2,2,0
3180,5284dea,3,4,1
3181,9cbf6a3,3,3,0
3182,edae929,3,3,0
3183,c26a074,3,3,0
3184,952c47b,4,4,0
3185,2a188a7,4,4,0
3186,17e6981,2,2,0
3187,8cb44f5,3,4,1
3188,845ae54,1,3,2
3189,ded1371,1,3,2
3190,8c89d5d,2,2,0
3191,1418cf5,4,4,0
3192,d19dd84,2,3,1
3193,48781d3,3,4,1
3194,64e1918,2,3,1
3195,2a1adef,2,3,1
3196,f7414ec,3,3,0
3197,130f628,3,2,-1
3198,85dd935,3,3,0
3199,a21be1a,2,2,0
3200,ca26a6a,2,3,1
3201,ab616aa,3,3,0
3202,cf6e8bb,3,3,0
3203,5efed92,2,2,0
3204,0e495a2,2,2,0
3205,89b22e4,4,4,0
3206,9914633,3,4,1
3207,52af483,4,4,0
3208,5700ff4,4,4,0
3209,86bb83d,5,4,-1
3210,da98e49,3,3,0
3211,e0a82f7,5,3,-2
3212,350a223,2,4,2
3213,8f864b4,2,3,1
3214,4632334,4,4,0
3215,6e3eec8,2,3,1
3216,6c309ce,2,3,1
3217,a993de4,4,4,0
3218,cd27691,1,2,1
3219,4d361cf,2,3,1
3220,3c8bd10,2,4,2
3221,5622b3a,3,3,0
3222,d4e815d,4,3,-1
3223,e5206d7,2,2,0
3224,c4a0ea8,4,4,0
3225,81826e1,3,2,-1
3226,b37d189,3,4,1
3227,7459fff,2,2,0
3228,2b57626,2,3,1
3229,72c7745,5,3,-2
3230,10b6dea,4,4,0
3231,090c52d,2,3,1
3232,4d90b3e,4,3,-1
3233,a988abc,3,3,0
3234,75398bc,4,4,0
3235,c19d89d,2,2,0
3236,1473f9c,2,3,1
3237,a7f913e,3,2,-1
3238,33b606a,4,4,0
3239,f2b690b,4,4,0
3240,1d117a7,4,4,0
3241,8bd04fe,2,3,1
3242,1c388f0,4,4,0
3243,39daa94,2,2,0
3244,dda8663,6,5,-1
3245,92b6683,2,3,1
3246,ee0dfaf,3,4,1
3247,415c292,3,3,0
3248,e8d2ce4,4,3,-1
3249,1fc5bd7,3,3,0
3250,3a20bfb,2,3,1
3251,46d02cd,3,3,0
3252,d4bda89,3,5,2
3253,f5fde5b,4,4,0
3254,366c019,4,3,-1
3255,4b0827c,3,4,1
3256,c0e889b,3,4,1
3257,a5a575c,3,2,-1
3258,002ba53,3,3,0
3259,c5a5c3b,2,3,1
3260,5508737,3,4,1
3261,92ae69d,3,3,0
3262,2009f18,3,3,0
3263,1db605b,1,2,1
3264,db534ee,4,5,1
3265,18834d3,3,3,0
3266,c68cdfd,4,2,-2
3267,ac23966,4,4,0
3268,862b7d7,2,3,1
3269,8f8a629,3,3,0
3270,4733890,3,3,0
3271,168bb04,3,3,0
3272,4aea2ed,3,2,-1
3273,e338a4c,3,4,1
3274,da3c348,4,3,-1
3275,27f3259,2,2,0
3276,f3ab2bc,5,4,-1
3277,5056d44,3,3,0
3278,700baa8,2,2,0
3279,8d87606,2,4,2
3280,410ef58,5,4,-1
3281,03205e9,4,4,0
3282,fd70ce5,2,2,0
3283,d5530ac,2,3,1
3284,5d3b183,4,4,0
3285,50cf267,3,4,1
3286,6f65423,3,4,1
3287,f30e77e,3,3,0
3288,41a6642,2,2,0
3289,d6fd8ff,3,3,0
3290,6a14c3d,3,4,1
3291,feac597,3,2,-1
3292,2504d68,3,3,0
3293,f54039b,4,4,0
3294,bf90e0a,2,3,1
3295,892da1a,2,2,0
3296,045fec2,3,3,0
3297,9878caf,2,2,0
3298,1ee7cb0,4,4,0
3299,0e2b7d1,3,4,1
3300,79f463b,2,2,0
3301,7fac76e,3,4,1
3302,7250fdd,4,3,-1
3303,abcd1c4,2,3,1
3304,7148e04,1,3,2
3305,adfcc71,2,2,0
3306,af5819f,3,4,1
3307,4cba575,3,4,1
3308,bb5d9b1,3,4,1
3309,5c0cf35,4,4,0
3310,8b5367f,3,3,0
3311,aa7230b,2,3,1
3312,d5ea90f,1,4,3
3313,4235b26,2,2,0
3314,2704439,3,3,0
3315,03e804e,1,3,2
3316,00e5687,3,2,-1
3317,37c450b,4,5,1
3318,be29f81,4,3,-1
3319,fd0351b,2,3,1
3320,98bd2f3,1,3,2
3321,be4fdc7,5,4,-1
3322,a82df4d,4,3,-1
3323,1a98406,3,3,0
3324,da08297,3,3,0
3325,f26bf7b,2,2,0
3326,817914a,4,3,-1
3327,715a7f6,2,3,1
3328,6af86c9,5,5,0
3329,bd0e1a1,4,5,1
3330,56efbd2,3,3,0
3331,808ae03,2,3,1
3332,23e5178,3,3,0
3333,fcd09f7,2,4,2
3334,328a78f,2,2,0
3335,9563943,2,2,0
3336,b87a989,3,3,0
3337,e666cd6,4,3,-1
3338,acfd6bb,3,3,0
3339,fd553c7,2,2,0
3340,7fcc28f,1,2,1
3341,65e3fb5,3,3,0
3342,87a984f,3,4,1
3343,3d9dfb7,3,3,0
3344,61d41c5,3,3,0
3345,01d0836,2,2,0
3346,1374736,2,3,1
3347,7cd47c4,2,3,1
3348,c60eda0,3,3,0
3349,142c979,2,3,1
3350,eafdbc4,2,2,0
3351,707366a,4,4,0
3352,9c138a6,5,4,-1
3353,72b2c6e,2,2,0
3354,c85eac3,3,3,0
3355,55ac220,2,2,0
3356,9e6c4ed,3,3,0
3357,47fc3e1,3,4,1
3358,4613f8f,2,2,0
3359,f49f96f,4,3,-1
3360,b578a65,2,4,2
3361,a3651c1,2,2,0
3362,e68f64d,3,3,0
3363,38321da,3,3,0
3364,1f98766,2,2,0
3365,baf92ad,3,2,-1
3366,954c8ac,2,3,1
3367,46692fb,2,3,1
3368,72efb15,2,3,1
3369,102a358,3,2,-1
3370,4e9a19c,4,4,0
3371,3def10f,3,3,0
3372,0848273,4,3,-1
3373,0293f31,3,3,0
3374,0338170,1,3,2
3375,60b50a1,1,2,1
3376,8fb3a5c,3,4,1
3377,c0dfe25,4,3,-1
3378,31e00b5,4,3,-1
3379,0cdc0d0,2,3,1
3380,7beb5b6,4,4,0
3381,b6c3642,2,2,0
3382,6caf0ab,1,2,1
3383,9504a2b,3,4,1
3384,6e4cd94,2,3,1
3385,a42c72f,4,2,-2
3386,b1eeba2,2,4,2
3387,9b358e5,1,3,2
3388,bd0fd0d,4,3,-1
3389,1a0ee12,3,3,0
3390,e163ad5,2,3,1
3391,3bf2e42,3,4,1
3392,e02d657,3,2,-1
3393,7837555,4,3,-1
3394,297822d,3,3,0
3395,584ba4a,4,3,-1
3396,bc15825,2,3,1
3397,747e866,2,3,1
3398,bf5caa3,2,2,0
3399,8ef13d6,3,3,0
3400,0668f09,5,4,-1
3401,39ed025,3,4,1
3402,287950c,3,3,0
3403,270e38d,2,4,2
3404,8bf172b,4,3,-1
3405,4019327,3,4,1
3406,e6631d0,3,2,-1
3407,a9c7fb1,6,4,-2
3408,fa3ffaf,4,5,1
3409,f29d95b,3,4,1
3410,4337759,2,2,0
3411,5e0e50f,2,3,1
3412,0a99d52,3,3,0
3413,44512d0,2,2,0
3414,ff44d61,2,3,1
3415,22ae235,4,4,0
3416,5fedaa4,2,2,0
3417,fb4c732,3,3,0
3418,9ab8619,3,3,0
3419,71ced58,4,2,-2
3420,86ad427,3,4,1
3421,f7ca7e4,3,3,0
3422,562a16f,3,3,0
3423,cbe244c,2,2,0
3424,feb2f46,3,2,-1
3425,4866853,3,3,0
3426,4051e5d,4,4,0
3427,b45d915,4,4,0
3428,6f70a6c,4,3,-1
3429,b47a3a8,3,3,0
3430,b5fd748,2,2,0
3431,54a4c00,2,3,1
3432,ec31fe3,4,4,0
3433,1cdccc2,2,2,0
3434,9ba7436,3,3,0
3435,b946dc0,2,4,2
3436,953f9ef,2,3,1
3437,a226459,4,3,-1
3438,9bf815a,3,4,1
3439,b95b6d2,2,3,1
3440,66762b6,4,4,0
3441,df04de6,4,4,0
3442,6865fed,3,2,-1
3443,b83f457,4,3,-1
3444,86a3a28,3,3,0
3445,64abb4c,3,2,-1
3446,be2d121,4,4,0
3447,c35a9db,2,3,1
3448,4c6b885,4,5,1
3449,813a77a,3,3,0
3450,d461c06,2,2,0
3451,97e6bcb,2,2,0
3452,f6ba968,2,3,1
3453,2c5940a,2,3,1
3454,d8f3bd7,4,3,-1
3455,5143f3e,3,3,0
3456,609e29f,2,2,0
3457,37e110f,4,5,1
3458,8a52d1e,4,4,0
3459,135d4e6,3,3,0
3460,ba91a3f,2,4,2
3461,44c8550,4,4,0
